question,answer
سؤال 1178--, آيا فرزند مي تواند در رفتن به بلاد كفر با پدر و مادرش مخالفت كند؟جواب:
سؤال 1179--, آيا مبلّغ ديني در صورتي كه احتمال ضعف دين همسر و فرزندانش را بدهد مي تواند براي تبليغ به بلاد كفر سفر كند؟جواب:
سؤال 1180--, آيا مسلمان مي تواند با فرض احتمال ضعف دين خود يا خانواده اش، براي معالجه طولاني به بلاد كفر مسافرت كند؟جواب:
سؤال 1181--, حكم مجامعت با نامزد قبل از عقد شرعي از طريق دبر چيست؟جواب:
سؤال 1182--, شخصي با اعتقاد به اين كه دامادش (شوهر دخترش) با همسر او زنا نموده است عمداً وي را به قتل رسانده است، آيا علم به زنا مجوّز قتل مي شود؟ و آيا اعتقاد قاتل، تأثيري در نوع قتل دارد و موضوع ملحق به اعتقاد به مهدور الدّم بودن مقتول مي باشد؟جواب:
سؤال 1183--, دختري با پسري ازدواج كرده است و صيغه دائمي بين اينها خواندهشده، ولي هنوز عروسي نكرده اند و دختر در خانه پدر زنا كرده است، آيا اين زنا محصنه است يا غير محصنه؟جواب:
سؤال 1184--, آيا حاكم شرع مي تواند براي اثبات زنا يا لواط، پايه و اساس علم خودرا نظريه پزشك قانوني قرار داده (متّهمين را جهت معاينه) انجام آزمايشات دقيق علمي به او معرفي كند، يا اين كه در اينگونه موارد نفس رؤيت شهود در اثبات حد لازم است؟جواب:
سؤال 1185--, پسر و دختري زنا كردند و پسر بعد از اين عمل با دختر ديگري ازدواج كرده است، امّا بعد از تزويج نيز همين عمل را با آن دختر تكرار كرده است، آيا اين زنايي كه بعد از تزويج پسر با دختر دوّم ادامه داشته، زناي محصنه محسوب مي شود؟جواب:
سؤال 1186--, حدّ زناي محصنه چيست؟جواب:
سؤال 1187--, آيا حدّ زنا بايد در محلّ وقوع آن انجام شود يا جاي ديگر هم اشكالي ندارد؟جواب:
سؤال 1188--, در صورتي كه برگشتن دختر و پسر زناكار به محل زندگيشان باعث مفسده و اختلافاتي بين اهالي آن محل شود، آيا مي توان آنها را به محل ديگري تبعيد كرد؟جواب:
سؤال 1189--, چنانچه شخصي بعد از عقد و قبل از عروسي زنا كند، آيا غير ازتازيانه، تبعيد و كوتاه كردن موهاي او نيز لازم است؟ در صورت مثبت بودن جواب، آيا تمكن از دخول و عدم تمكن در حكم تأثيري دارد؟جواب:
سؤال 1190--, در خصوص اين روايت كه اگر دو مرد، يا يك زن و مرد، زير يك لحاف ديده شوند بايد تعزير شوند آيا صرف اين كار، دالّ بر سوء نيّت است و تعزير دارد، يا احراز سوء نيّت لازم است؟جواب:
سؤال 1191--, چنانچه زني، مردي را با اسلحه يا به نحوي ديگر تهديد كند كه اگر با وي زنا نكند چنين و چنان مي كند و مرد واقعاً مكرَه واقع شود، آيا حكم مكرَه در اينجا نيز ثابت است؟جواب:
سؤال 1192--, الف) اگر مرد زناكار، زانيه را كه باكره بوده و بر اثر زنا حامله شده است عقد كند، آيا حد ساقط مي شود يا رضايت اولياي دختر لازم است؟ب) اگر اولياي دختر راضي نشوند و او را براي زاني عقد نكنند، آيا شخص ديگري مي تواند دختر را بگيرد؟ و حدّ زنا در اين صورت چگونه است؟جواب:
سؤال 1193--, لطفاً جواب مسائل زير را مرقوم بفرماييد:الف) آيا آوردن متّهم به زنا به دادگاه جهت اعتراف جايز است؟ب) در صوت جواز آيا جايز است قاضي مأذون به متّهم تفهيم كند كه جرم او چيست؟ج) در صورت جواز سؤال ب و اظهار قبولي متّهم آيا قبول اتّهام تفهيمي به عنوان اقرار محسوب مي شود يا اين كه بايد اقرار كند و تصريح به عمل، موضوعيّت دارد و در صورت اقرار واحد آيا تكرار سؤال به دفعات يا جلسات متعدّد لازم يا جايز است؟د) آيا سكوت متّهم كاشف از انكار اوست؟جواب:
سؤال 1194--, فردي در وطنش محصن يا محصنه است و به قصد زنا به شهر ديگري مسافرت مي كند كه بيش از مسافت شرعي است و در آن شهر- العياذ بالله- مرتكب زنا مي شود آيا حدّ زناي محصنه دارد؟جواب:
سؤال 1195--, در زنايي كه موجب رجم است اگر زاني پس از اقرار چهارگانه انكارنمود حدّ رجم ساقط است اوّل اين كه آيا اين حكم اختصاص به رجم دارد يا اين كه در مواردي كه زنا، موجب قتل است مانند زناي به عنف يا با محارم، هم جاري است و دوّم اين كه آيا حكم مذكور در لواط ايقابي هم جاري است؟جواب:
سؤال 1196--, اگر برادر بالغي با خواهر بالغ خود (نعوذ باللّه) زنا كند آيا هر دو محكوم به اعدامند؟ و نيز اگر برادري كه سنّش قانوني (18 سال) باشد با خواهر بالغ و يا نابالغ (كمتر از 18 سال) خود زنا كند آيا رضايت ولي و يا قيّم دختر از اعدام زاني مذكور جلوگيري مي كند؟جواب:
سؤال 1197--, آيا زنا با خواهر رضاعي و يا مادر زن از حيث كيفر همچون زنا با خواهر و مادر واقعي است؟جواب:
سؤال 1198--, آيا حرمت زنا ذاتي است و يا عرضي؟جواب:
سؤال 1199--, آيا در لاطي احصان را شرط مي دانيد؟جواب:
سؤال 1200--, آيا مي توان شخصي كه به اتهام لواط محكوم به يكي از مجازاتهاي معروف در فقه شده است را با چوبه دار يا اسلحه گرم اعدام كرد؟جواب:
سؤال 1201--, كسي كه ديگري را متّهم به ارتداد و كفر مي كند و نمي تواند اين اتّهام را در محضر حاكم شرع اثبات نمايد، حكمش چيست؟الف) آيا چنين موردي را مي توان مصداق قذف دانست؟ب) در صورت منفي بودن پاسخ، با وي بايد به چه نحوي عمل كرد؟ج) چنانچه شخص مورد اتهام از حقّ خود صرف نظر كند، آيا حد يا تعزير چنين شخصي ساقط مي گردد؟جواب:
